price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
1700,1991.0,toyota corolla,good,,gas,209000.0,manual,hatchback,,1.0,2019-03-03,14
9995,2006.0,chevrolet silverado 2500hd,good,8,gas,185311.0,automatic,pickup,,1.0,2019-02-11,11
21995,2013.0,toyota 4runner,excellent,6,gas,94103.0,automatic,SUV,grey,1.0,2018-12-04,50
17500,2015.0,chevrolet silverado,excellent,6,gas,109000.0,automatic,truck,,1.0,2018-09-22,17
20200,2017.0,ford explorer,excellent,4,gas,,automatic,SUV,red,,2019-03-21,16
18995,2010.0,toyota tundra,excellent,8,gas,,automatic,truck,black,1.0,2019-03-10,23
31984,2017.0,chevrolet silverado 1500,excellent,8,gas,31743.0,automatic,truck,,1.0,2018-08-07,12
5300,2014.0,nissan versa,excellent,,gas,65000.0,automatic,sedan,white,,2018-08-23,27
3995,2000.0,ford f-150,good,8,gas,106000.0,automatic,pickup,red,1.0,2018-10-20,84
30948,2018.0,chevrolet colorado,excellent,6,gas,21747.0,automatic,truck,blue,1.0,2018-08-03,33
7400,2003.0,chevrolet silverado 2500hd,excellent,8,gas,223000.0,automatic,truck,white,1.0,2018-06-21,9
22905,2017.0,hyundai santa fe,excellent,6,gas,29483.0,automatic,SUV,,1.0,2018-11-20,37
56990,2018.0,chevrolet silverado 2500hd,excellent,8,diesel,3993.0,automatic,truck,white,1.0,2018-07-26,20
18995,2015.0,jeep grand cherokee,excellent,6,gas,100411.0,automatic,SUV,grey,1.0,2019-02-23,39
17500,2016.0,chevrolet silverado 1500,excellent,8,gas,128304.0,automatic,truck,blue,1.0,2018-11-28,86
22995,2012.0,toyota 4runner,excellent,,gas,82527.0,automatic,SUV,grey,1.0,2018-09-17,22
23995,2012.0,toyota tundra,excellent,8,gas,101507.0,automatic,truck,,1.0,2019-03-31,24
7900,2010.0,nissan murano,like new,6,gas,89000.0,automatic,SUV,,1.0,2018-09-03,112
10995,2016.0,chevrolet equinox,excellent,4,gas,144018.0,automatic,SUV,blue,,2018-07-24,24
9950,2017.0,hyundai elantra,excellent,4,gas,57275.0,automatic,sedan,black,,2018-07-01,49
3999,2001.0,ford f-250 super duty,good,10,gas,,automatic,truck,,1.0,2019-02-24,1
12800,2016.0,ford f150,good,6,gas,108598.0,automatic,pickup,white,,2019-02-21,38
2000,1997.0,toyota 4runner,good,6,gas,95000.0,manual,SUV,red,1.0,2019-04-03,37
33950,,ford f-250,good,,diesel,,automatic,pickup,white,1.0,2018-11-22,50
21000,2004.0,ford f-250,excellent,8,diesel,203100.0,automatic,truck,silver,1.0,2018-09-05,13
22615,2011.0,chevrolet silverado 2500hd,excellent,8,diesel,219488.0,automatic,truck,white,1.0,2018-09-19,28
10995,2009.0,honda pilot,good,6,gas,128520.0,automatic,SUV,silver,1.0,2019-04-04,21
11995,,chevrolet silverado 1500,good,,gas,109475.0,automatic,truck,grey,,2018-07-29,156
6500,2009.0,toyota camry,good,4,gas,110800.0,automatic,sedan,black,,2019-03-14,4
10500,2011.0,honda accord,good,6,gas,87950.0,automatic,sedan,silver,,2018-11-19,8
4700,2007.0,nissan maxima,good,6,gas,,automatic,sedan,blue,,2018-10-26,53
28950,2016.0,ford f250,like new,8,gas,,automatic,truck,white,1.0,2018-08-10,76
23950,2013.0,ford f150,like new,6,gas,29300.0,automatic,pickup,silver,1.0,2018-08-11,12
8700,2003.0,gmc sierra 2500hd,good,8,gas,223800.0,automatic,truck,black,1.0,2018-10-31,51
15995,2012.0,jeep wrangler,good,6,gas,,manual,SUV,black,1.0,2018-09-28,179
21995,2014.0,ram 1500,good,6,diesel,128025.0,automatic,truck,custom,1.0,2018-05-18,37
7900,,chevrolet traverse,good,6,gas,151490.0,automatic,SUV,grey,1.0,2019-04-11,37
7800,2012.0,dodge grand caravan,good,6,gas,98880.0,automatic,van,silver,,2019-01-31,74
23798,2017.0,toyota sienna,good,6,gas,65595.0,automatic,mini-van,red,,2019-02-07,42
1800,1998.0,ford f150,good,6,gas,,automatic,truck,red,,2018-09-02,73
35998,2018.0,chevrolet silverado 1500,good,8,gas,23208.0,automatic,truck,red,1.0,2018-07-25,132
6700,2006.0,ford f-150,good,8,gas,136000.0,automatic,truck,brown,,2018-05-08,59
18400,2016.0,chevrolet camaro lt coupe 2d,good,6,gas,37380.0,other,coupe,blue,,2018-09-15,16
44950,2018.0,gmc sierra 1500,like new,,gas,5500.0,automatic,truck,red,1.0,2018-07-02,34
4800,2005.0,honda accord,excellent,6,gas,149000.0,automatic,sedan,brown,,2018-10-17,6
10995,2009.0,jeep grand cherokee laredo,excellent,,gas,69935.0,automatic,SUV,silver,1.0,2019-03-24,26
5000,2012.0,toyota corolla,good,4,gas,107005.0,automatic,sedan,blue,,2018-09-03,34
6500,2004.0,gmc sierra,good,8,gas,191000.0,automatic,truck,white,1.0,2018-08-29,7
24495,2017.0,ford f150,excellent,,gas,68302.0,automatic,truck,grey,1.0,2018-05-13,121
17000,,ram 2500,good,6,diesel,193000.0,automatic,truck,white,1.0,2018-05-13,25
31500,2016.0,gmc sierra 1500,excellent,8,gas,38080.0,automatic,truck,black,1.0,2018-06-24,12
6450,,chevrolet tahoe,excellent,8,gas,,automatic,SUV,blue,,2018-11-29,42
4600,2014.0,ford focus se,excellent,4,gas,,automatic,hatchback,blue,,2019-02-19,59
9500,2004.0,jeep wrangler,excellent,6,gas,142000.0,manual,SUV,,1.0,2019-03-23,23
34500,2013.0,ford f-150,excellent,8,gas,48000.0,automatic,pickup,yellow,1.0,2019-01-14,69
6800,2016.0,volkswagen jetta,excellent,4,gas,31000.0,automatic,sedan,red,,2019-03-05,35
2000,1989.0,ford f-150,good,8,gas,50000.0,automatic,truck,white,,2019-03-07,27
3900,2012.0,chevrolet cruze,good,4,gas,109000.0,automatic,sedan,red,,2019-01-10,35
299,2007.0,nissan altima,excellent,,gas,144235.0,automatic,sedan,silver,,2019-03-02,63
2500,2005.0,ford escape,fair,4,gas,,automatic,SUV,white,,2019-01-08,80
6000,2011.0,ford escape,excellent,6,gas,137000.0,automatic,hatchback,grey,,2018-08-25,55
59995,2019.0,ram 2500,like new,6,diesel,,automatic,truck,,1.0,2019-04-10,29
17500,2015.0,toyota rav4,like new,4,gas,59200.0,automatic,SUV,silver,1.0,2019-03-26,40
6000,,ford mustang,like new,,gas,170000.0,manual,hatchback,blue,,2018-10-04,33
11995,2008.0,chevrolet silverado 1500,good,8,gas,109475.0,automatic,truck,grey,,2018-11-11,86
7000,2004.0,gmc sierra 2500hd,good,,gas,212000.0,automatic,pickup,white,1.0,2018-08-05,15
10900,2011.0,ford expedition,excellent,8,gas,149000.0,automatic,SUV,white,1.0,2019-02-13,72
4695,2012.0,ford focus,excellent,4,gas,84631.0,automatic,sedan,grey,,2018-09-07,5
10900,2003.0,ford f-250,excellent,,diesel,167000.0,automatic,pickup,silver,1.0,2019-01-19,53
27900,2018.0,ram 1500,like new,8,gas,46437.0,automatic,truck,white,1.0,2018-07-15,34
6000,2002.0,ford f-150,good,8,gas,196325.0,automatic,truck,red,1.0,2019-04-15,74
5800,2005.0,toyota corolla,excellent,6,gas,,automatic,sedan,brown,,2018-12-23,80
8700,2003.0,gmc sierra 2500hd,good,8,gas,223800.0,automatic,truck,black,1.0,2018-05-17,67
5700,2008.0,acura tl,good,6,gas,165000.0,automatic,sedan,,,2018-08-07,55
1500,,volkswagen passat,good,6,diesel,170000.0,automatic,sedan,silver,,2018-06-19,8
8800,2006.0,ford mustang,good,,gas,75345.0,automatic,coupe,black,,2018-05-30,61
13950,2017.0,chevrolet equinox,excellent,4,gas,59746.0,automatic,SUV,,,2018-07-20,78
5300,2006.0,honda civic,excellent,4,gas,102600.0,automatic,sedan,blue,,2018-11-09,75
3250,2005.0,honda accord,good,4,gas,215000.0,manual,sedan,green,,2018-08-06,37
1300,2004.0,ford taurus,good,6,gas,137000.0,automatic,wagon,custom,,2018-06-26,113
11950,2004.0,chevrolet silverado 2500hd,good,8,diesel,225117.0,automatic,pickup,white,1.0,2018-05-11,11
3600,2003.0,hyundai santa fe,excellent,6,gas,132000.0,automatic,SUV,silver,1.0,2019-03-07,49
2900,2004.0,ford explorer,good,6,gas,183000.0,automatic,SUV,silver,1.0,2019-02-18,83
8495,2011.0,gmc yukon,excellent,8,gas,233409.0,automatic,SUV,black,1.0,2018-11-06,31
3600,2000.0,chevrolet camaro,good,6,gas,93644.0,automatic,sedan,,,2018-05-07,18
6900,2007.0,ford f-150,excellent,8,gas,143180.0,automatic,truck,red,,2019-04-08,35
36000,2016.0,ford f250,like new,8,diesel,34000.0,automatic,pickup,,1.0,2018-10-15,53
13900,2005.0,ram 1500,excellent,,gas,,automatic,truck,,,2018-11-13,15
3400,2003.0,ford explorer,good,6,gas,129000.0,automatic,SUV,silver,1.0,2018-10-19,37
2395,2003.0,dodge dakota,good,6,gas,177130.0,automatic,pickup,red,1.0,2018-11-13,23
3995,2003.0,dodge dakota,good,8,gas,,automatic,pickup,,1.0,2018-06-29,47
14500,2011.0,chevrolet silverado 1500,excellent,8,gas,138000.0,automatic,truck,,1.0,2018-05-09,12
13500,2017.0,toyota camry le,excellent,4,gas,,automatic,sedan,silver,1.0,2019-02-01,9
14999,2008.0,chevrolet tahoe,excellent,,gas,157937.0,automatic,SUV,white,1.0,2018-06-22,14
10990,2013.0,jeep grand cherokee,excellent,,gas,,automatic,SUV,grey,1.0,2018-06-18,65
8350,2010.0,ford mustang,excellent,8,gas,,manual,coupe,grey,,2018-10-29,110
4600,2007.0,honda accord,excellent,4,gas,112000.0,automatic,sedan,silver,,2018-10-25,90
4795,2001.0,chevrolet silverado 1500,good,8,gas,140364.0,automatic,truck,brown,1.0,2019-03-20,6
5795,2010.0,jeep liberty,excellent,6,gas,136523.0,automatic,SUV,black,1.0,2019-02-15,13
6495,2003.0,chevrolet silverado 1500,excellent,8,gas,165511.0,automatic,truck,blue,1.0,2019-02-17,6
4595,2010.0,subaru impreza,excellent,4,gas,168899.0,automatic,wagon,silver,1.0,2019-03-12,26
4000,2008.0,ford escape,good,6,gas,141000.0,automatic,SUV,silver,1.0,2019-03-11,5
15995,2013.0,honda cr-v,excellent,4,gas,60150.0,automatic,wagon,brown,1.0,2018-09-25,31
42995,,chevrolet suburban,excellent,8,gas,40800.0,automatic,SUV,black,1.0,2019-04-08,19
8995,2014.0,chevrolet cruze,excellent,4,gas,90700.0,automatic,sedan,,,2018-09-20,7
7995,2006.0,chevrolet silverado 1500,excellent,8,gas,155500.0,automatic,truck,custom,1.0,2018-09-22,126
8995,2006.0,chevrolet silverado 2500hd,excellent,8,gas,140610.0,automatic,truck,custom,1.0,2019-04-10,78
12995,2013.0,nissan rogue,excellent,4,gas,46150.0,automatic,wagon,black,1.0,2019-01-09,118
12995,2015.0,kia sorento,excellent,4,gas,89400.0,automatic,wagon,red,1.0,2018-09-13,169
14995,2008.0,chevrolet silverado 1500,excellent,8,gas,93300.0,automatic,truck,grey,1.0,2019-02-06,33
3900,2003.0,chevrolet tahoe,good,8,gas,238000.0,automatic,SUV,black,,2018-12-01,26
7900,2011.0,toyota prius,good,,electric,78466.0,automatic,sedan,,,2018-09-13,34
4400,2007.0,nissan altima,excellent,4,gas,102000.0,automatic,sedan,grey,,2018-11-22,33
4200,2007.0,nissan altima,excellent,4,gas,94000.0,automatic,sedan,,,2018-06-18,30
8900,2005.0,toyota tacoma,good,4,gas,120809.0,manual,truck,black,1.0,2018-08-11,51
3000,1996.0,ford f-250,good,8,gas,85255.0,automatic,truck,white,,2019-03-24,13
5900,2003.0,toyota corolla,good,4,gas,59745.0,automatic,sedan,silver,,2019-04-19,30
4900,2009.0,nissan altima,good,6,gas,62017.0,manual,sedan,black,,2018-08-20,74
1500,2002.0,honda civic,good,4,gas,200000.0,manual,sedan,black,,2019-03-20,32
5300,2010.0,toyota corolla,excellent,4,gas,840000.0,automatic,sedan,silver,,2019-02-04,13
1500,1996.0,ford explorer,good,6,gas,181000.0,manual,SUV,,1.0,2018-11-17,8
5500,2007.0,chevrolet silverado,excellent,6,gas,162002.0,automatic,truck,red,,2018-09-14,76
21600,2017.0,chevrolet camaro lt coupe 2d,good,6,gas,28936.0,other,coupe,grey,,2018-11-08,58
26900,2016.0,ram 2500,excellent,6,diesel,184800.0,automatic,truck,white,1.0,2018-08-27,35
16000,,ford f-250,good,8,gas,97000.0,automatic,pickup,,1.0,2018-06-20,9
6800,2009.0,chevrolet traverse,excellent,,gas,,automatic,SUV,silver,,2019-03-05,26
4195,2001.0,chevrolet suburban,good,8,gas,177137.0,automatic,SUV,,1.0,2019-03-08,5
3995,2001.0,jeep grand cherokee,excellent,6,gas,138244.0,automatic,SUV,custom,,2018-12-05,46
4450,2012.0,nissan altima,excellent,4,gas,130000.0,automatic,sedan,black,,2018-08-15,104
2500,1998.0,chevrolet suburban,good,,gas,76431.0,automatic,SUV,,,2018-06-24,44
9500,2004.0,jeep wrangler,excellent,6,gas,133000.0,manual,SUV,blue,1.0,2019-04-13,44
30000,2016.0,cadillac escalade,excellent,8,gas,125000.0,automatic,SUV,black,,2019-01-07,49
3995,2009.0,ford focus se,excellent,4,gas,97000.0,manual,sedan,blue,,2018-06-14,71
5995,,hyundai santa fe,excellent,,gas,117000.0,automatic,SUV,brown,1.0,2019-04-17,35
3995,2008.0,chevrolet impala,good,6,gas,104000.0,automatic,sedan,blue,,2019-02-22,27
24000,2016.0,chevrolet colorado,excellent,6,gas,71000.0,automatic,pickup,brown,1.0,2018-12-26,53
15900,2007.0,chevrolet silverado,good,8,gas,,automatic,truck,,1.0,2019-02-04,20
9500,2012.0,toyota camry,excellent,4,gas,115000.0,automatic,sedan,grey,,2018-08-29,34
5950,2013.0,dodge grand caravan,good,6,gas,126000.0,automatic,mini-van,grey,,2018-10-15,11
16990,,ford mustang,good,4,gas,61211.0,automatic,coupe,red,,2018-09-18,28
7800,2004.0,toyota 4runner,good,8,gas,211000.0,automatic,SUV,,1.0,2019-03-22,63
41990,2018.0,chevrolet silverado 2500hd,good,8,diesel,21467.0,automatic,truck,grey,1.0,2018-07-07,17
2700,2007.0,ford edge,excellent,6,gas,168890.0,automatic,SUV,,,2018-07-26,19
16500,2014.0,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,silver,1.0,2018-08-03,102
16900,2017.0,nissan rogue,excellent,,gas,36000.0,automatic,SUV,,1.0,2019-01-30,94
6995,2013.0,chevrolet cruze,excellent,4,gas,123000.0,automatic,sedan,white,,2018-08-22,55
23900,2013.0,chevrolet silverado 1500,good,8,gas,114381.0,automatic,truck,red,1.0,2018-09-13,16
38995,2016.0,ford f-250 sd,good,8,diesel,137544.0,automatic,truck,custom,1.0,2018-10-30,44
31500,2015.0,ram 2500,good,8,gas,145838.0,automatic,truck,,1.0,2019-03-28,90
21000,2011.0,toyota tundra,good,8,gas,155907.0,automatic,truck,black,1.0,2019-04-11,9
12995,,gmc sierra 1500,good,8,gas,124635.0,automatic,truck,white,,2018-05-08,21
10995,2009.0,honda pilot,good,6,gas,128520.0,automatic,SUV,,1.0,2018-09-19,54
35971,2016.0,ford f-150,excellent,6,gas,29954.0,automatic,truck,silver,1.0,2019-01-28,31
54508,2018.0,ram 2500,excellent,8,gas,11203.0,automatic,truck,grey,1.0,2018-11-01,21
12994,2015.0,nissan rogue,excellent,4,gas,103820.0,automatic,wagon,black,1.0,2018-06-22,16
33311,,jeep wrangler,excellent,6,gas,28286.0,automatic,SUV,white,1.0,2019-01-02,56
59589,2019.0,chevrolet silverado 2500hd,excellent,8,diesel,3079.0,automatic,truck,white,1.0,2019-01-21,18
5495,2004.0,jeep liberty,excellent,6,gas,106498.0,automatic,SUV,black,,2019-02-25,42
4250,1993.0,ford f-250,fair,8,diesel,242000.0,automatic,truck,,1.0,2019-03-20,70
34500,2018.0,ford explorer,excellent,6,gas,24822.0,automatic,SUV,,1.0,2018-12-10,35
15500,2008.0,ford f250 super duty,good,10,gas,216736.0,automatic,truck,black,1.0,2018-08-06,25
13500,2016.0,kia sorento,good,4,gas,99000.0,automatic,SUV,custom,,2019-02-15,36
4000,2001.0,chevrolet silverado 1500,good,,gas,180000.0,automatic,truck,silver,1.0,2019-01-14,77
9500,2010.0,jeep grand cherokee,excellent,6,gas,121703.0,automatic,wagon,custom,,2018-08-21,67
4995,2001.0,ford expedition,excellent,8,gas,251904.0,automatic,SUV,white,1.0,2019-01-20,41
7000,2000.0,gmc sierra,fair,8,gas,133500.0,automatic,truck,grey,1.0,2018-06-13,19
19995,2010.0,toyota tundra,good,8,gas,112484.0,automatic,truck,blue,1.0,2018-05-02,66
21900,2014.0,chevrolet tahoe,good,8,gas,129562.0,automatic,SUV,,,2019-03-17,71
2000,1998.0,gmc sierra 2500hd,fair,8,gas,170000.0,automatic,pickup,green,,2018-06-13,59
49995,2017.0,ford f-250 sd,good,,diesel,93329.0,automatic,truck,white,1.0,2018-07-17,38
22995,2012.0,jeep wrangler unlimited,good,6,gas,153680.0,automatic,SUV,silver,1.0,2018-11-25,42
43000,2015.0,gmc sierra 2500hd,good,,diesel,159853.0,automatic,truck,white,1.0,2018-09-07,1
6500,2012.0,dodge charger,good,6,gas,174507.0,automatic,sedan,black,,2019-02-13,28
7500,,ram 2500,excellent,8,gas,196000.0,automatic,pickup,,1.0,2018-11-18,29
4700,2007.0,nissan maxima,good,6,gas,,automatic,sedan,blue,,2019-02-07,46
11679,2014.0,volkswagen jetta,excellent,4,diesel,64208.0,automatic,sedan,grey,,2019-04-05,39
6000,2005.0,chevrolet silverado,fair,8,gas,245000.0,automatic,pickup,,1.0,2018-08-06,54
5200,2013.0,chevrolet cruze,good,4,gas,83600.0,manual,sedan,white,,2018-10-02,26
18000,2014.0,ford explorer,excellent,6,gas,76770.0,automatic,SUV,white,1.0,2019-04-11,92
10000,2010.0,chrysler town & country,excellent,6,gas,101518.0,automatic,mini-van,,,2018-11-22,26
42000,2017.0,chevrolet silverado,like new,8,gas,7421.0,automatic,truck,white,1.0,2019-02-14,77
6400,2005.0,ford mustang,excellent,,gas,82000.0,automatic,coupe,red,,2018-11-28,57
6990,2008.0,gmc sierra 1500,excellent,6,gas,121419.0,automatic,pickup,white,,2019-03-22,20
8000,2010.0,chevrolet suburban,excellent,8,gas,,automatic,SUV,black,1.0,2018-10-13,16
3600,2003.0,nissan frontier,good,6,gas,235400.0,manual,truck,black,1.0,2018-11-27,19
3000,2006.0,honda civic,good,,gas,0.0,automatic,sedan,silver,,2018-06-02,37
6500,2010.0,toyota prius,good,4,hybrid,139076.0,automatic,hatchback,red,,2018-07-21,49
25500,2013.0,chevrolet silverado,excellent,8,gas,46850.0,automatic,truck,blue,1.0,2018-11-12,55
42500,2016.0,chevrolet silverado,like new,8,gas,7567.0,automatic,pickup,black,1.0,2019-02-01,61
6800,2010.0,ford explorer,excellent,6,gas,106700.0,automatic,SUV,silver,1.0,2018-08-16,57
7500,2001.0,chevrolet silverado 1500,excellent,8,gas,114000.0,automatic,truck,black,1.0,2018-08-18,22
6500,2009.0,toyota camry,good,4,gas,110800.0,automatic,sedan,black,,2018-07-24,92
20990,2014.0,ram 2500,good,8,gas,,automatic,truck,white,1.0,2018-07-18,15
15990,2005.0,toyota tundra,good,,gas,66697.0,automatic,truck,,1.0,2018-07-09,13
16490,2013.0,chevrolet silverado 3500hd,good,8,gas,174100.0,automatic,truck,white,1.0,2018-10-17,19
13490,2012.0,ford econoline,good,8,gas,80836.0,automatic,truck,white,,2018-09-18,34
19990,2014.0,ford econoline,good,8,gas,64474.0,automatic,truck,white,,2018-10-30,24
20990,2015.0,ford f-250 sd,good,8,gas,134794.0,automatic,truck,,1.0,2019-03-11,94
29490,2015.0,ford f-350 sd,good,8,diesel,112150.0,automatic,truck,white,1.0,2018-07-16,64
6750,1998.0,jeep cherokee,good,6,gas,132000.0,manual,offroad,custom,1.0,2019-03-29,82
17990,2016.0,ford econoline,good,,gas,122637.0,automatic,truck,yellow,,2018-11-01,51
15990,2012.0,ford f-250 sd,good,8,gas,113419.0,automatic,truck,,1.0,2019-04-01,36
16700,2015.0,toyota camry,excellent,6,gas,42500.0,automatic,sedan,brown,,2018-05-28,20
9500,2014.0,toyota camry,good,6,gas,,automatic,sedan,grey,,2018-06-02,77
1499,2000.0,toyota corolla,excellent,4,gas,148577.0,automatic,sedan,red,,2018-11-13,32
3800,2010.0,toyota sienna,good,6,gas,200000.0,automatic,mini-van,silver,,2018-12-10,25
17990,2016.0,ford econoline,good,,gas,122974.0,automatic,truck,yellow,,2018-05-22,52
9990,2005.0,ford f-250 sd,good,8,gas,70849.0,automatic,truck,white,,2018-07-01,36
32990,2016.0,ford f-250 sd,good,8,gas,5031.0,automatic,truck,black,1.0,2018-12-05,61
24990,2006.0,ford f-350 sd,good,8,gas,65603.0,automatic,truck,red,1.0,2018-10-20,36
24990,2012.0,ford f-250 sd,good,8,gas,18005.0,automatic,truck,green,1.0,2019-03-11,4
8300,2014.0,ford escape,excellent,4,gas,99000.0,automatic,SUV,silver,,2018-07-17,31
21990,2013.0,chevrolet silverado 3500hd,good,8,gas,99748.0,automatic,truck,white,,2018-07-29,49
18490,2015.0,ford f-250 sd,good,8,gas,,automatic,truck,white,1.0,2018-10-28,67
22990,2003.0,gmc sierra 2500hd,good,8,diesel,81522.0,automatic,truck,blue,1.0,2018-11-13,55
14990,2012.0,chevrolet silverado 2500hd,good,8,gas,177877.0,automatic,truck,white,1.0,2018-11-04,11
5990,2008.0,ford explorer,good,6,gas,137809.0,automatic,SUV,black,1.0,2019-02-10,74
22990,2007.0,chevrolet silverado 3500hd,good,8,gas,64185.0,automatic,truck,white,1.0,2018-09-11,3
19990,2008.0,ford f-350 sd,good,8,gas,54561.0,automatic,truck,white,,2018-11-29,27
1700,2000.0,jeep grand cherokee,good,6,gas,117000.0,automatic,SUV,,,2018-05-29,32
22000,2016.0,ram 1500,good,,gas,68000.0,automatic,pickup,,1.0,2018-07-27,30
4250,2003.0,honda accord,excellent,4,gas,,automatic,sedan,grey,,2018-08-01,22
4950,2006.0,chevrolet trailblazer,excellent,,gas,99000.0,automatic,SUV,purple,1.0,2018-12-07,34
5995,2005.0,jeep grand cherokee laredo,good,8,gas,123425.0,automatic,SUV,silver,1.0,2018-10-30,49
6950,2005.0,chevrolet silverado 1500,excellent,8,gas,150000.0,automatic,pickup,black,1.0,2019-01-15,64
23900,2015.0,jeep wrangler unlimited,excellent,6,gas,62299.0,automatic,SUV,white,1.0,2018-07-26,55
14995,2013.0,ford explorer,excellent,6,gas,,automatic,wagon,,1.0,2018-10-15,37
14995,2008.0,gmc sierra 2500hd,excellent,8,gas,122922.0,automatic,truck,blue,1.0,2018-12-17,20
9995,2010.0,chevrolet colorado,excellent,5,gas,124646.0,automatic,truck,silver,1.0,2018-06-09,96
8995,2011.0,ford escape,excellent,6,gas,,automatic,wagon,grey,1.0,2018-09-19,45
11495,2015.0,chevrolet equinox,excellent,4,gas,86461.0,automatic,wagon,black,1.0,2018-12-07,38
25995,2015.0,chevrolet silverado 2500hd,excellent,8,gas,119273.0,automatic,truck,custom,1.0,2018-06-06,70
17995,2008.0,chevrolet silverado 2500hd,excellent,8,gas,62736.0,automatic,truck,custom,1.0,2019-03-29,54
13995,2009.0,gmc sierra 1500,excellent,8,gas,129986.0,automatic,truck,,1.0,2019-02-02,39
10995,2011.0,subaru forester,excellent,4,gas,65378.0,automatic,SUV,,1.0,2018-05-12,47
6995,2010.0,chevrolet traverse,excellent,6,gas,150015.0,automatic,wagon,silver,1.0,2018-09-08,23
17995,2011.0,chevrolet silverado 2500hd,excellent,8,gas,,automatic,truck,white,1.0,2018-11-11,17
12995,2009.0,chevrolet silverado 1500,excellent,8,gas,111526.0,automatic,truck,black,1.0,2019-01-07,54
10898,2006.0,toyota tundra,excellent,,gas,132850.0,automatic,pickup,red,1.0,2019-03-28,23
3350,1998.0,honda civic,like new,4,gas,121000.0,automatic,hatchback,,,2019-04-10,16
39999,2015.0,gmc sierra 2500hd,excellent,,diesel,82275.0,automatic,truck,blue,1.0,2018-12-18,30
7900,2010.0,toyota rav4,good,6,gas,183515.0,automatic,SUV,silver,,2018-12-05,110
24999,2006.0,chevrolet silverado 2500hd,excellent,8,diesel,123188.0,automatic,truck,white,1.0,2018-10-12,79
8999,2015.0,chevrolet impala,good,,gas,,automatic,sedan,red,,2019-03-23,85
39999,2015.0,gmc sierra 2500hd,excellent,,diesel,118571.0,automatic,truck,black,1.0,2019-02-20,62
33999,2013.0,chevrolet silverado 3500hd,excellent,8,diesel,94000.0,automatic,truck,,1.0,2018-05-23,25
9995,2013.0,ford fusion se,excellent,4,gas,73597.0,automatic,sedan,white,,2019-02-05,49
8500,2003.0,ford f250 super duty,good,8,diesel,300000.0,automatic,pickup,,,2019-04-08,33
24900,2015.0,chevrolet colorado,good,6,gas,60611.0,automatic,truck,red,1.0,2018-09-24,25
18995,2013.0,gmc sierra 1500,good,8,gas,95356.0,automatic,truck,,1.0,2018-09-28,23
17500,2008.0,jeep wrangler,good,6,gas,124058.0,automatic,wagon,silver,1.0,2018-10-21,50
24900,2010.0,ram 2500,good,6,diesel,96837.0,automatic,truck,green,1.0,2018-09-04,31
17900,2011.0,jeep wrangler unlimited,good,6,gas,114671.0,automatic,wagon,,1.0,2018-12-15,58
23800,2014.0,chevrolet tahoe,good,8,gas,,automatic,SUV,black,1.0,2018-10-16,57
19900,2015.0,jeep grand cherokee,good,6,gas,,automatic,wagon,grey,1.0,2019-03-27,50
19995,2007.0,ram 2500,good,,diesel,127325.0,automatic,truck,grey,1.0,2018-07-14,6
27500,2010.0,chevrolet silverado 2500hd,good,,diesel,127381.0,automatic,truck,blue,1.0,2018-10-01,19
19500,2013.0,ram 1500,good,8,gas,84150.0,automatic,truck,black,1.0,2018-05-21,57
24800,2014.0,chevrolet silverado 2500hd,good,8,gas,32915.0,automatic,truck,blue,,2018-08-19,21
18000,2002.0,gmc sierra 2500hd,good,8,diesel,198500.0,manual,pickup,,1.0,2018-09-09,22
6499,2016.0,nissan versa,like new,4,gas,59883.0,manual,sedan,,,2018-05-14,14
13665,2013.0,kia sorento,excellent,,gas,,automatic,SUV,silver,1.0,2018-05-21,9
5400,2012.0,nissan sentra,excellent,,gas,124895.0,automatic,sedan,white,,2018-12-02,67
10995,2008.0,jeep wrangler,excellent,6,gas,179176.0,automatic,SUV,silver,1.0,2018-05-06,23
5850,2007.0,toyota highlander,excellent,6,gas,142972.0,automatic,SUV,black,1.0,2018-05-18,9
3199,2009.0,chevrolet impala,good,6,gas,131456.0,automatic,sedan,white,,2019-01-07,17
6990,2012.0,nissan rogue,excellent,4,gas,,automatic,SUV,black,1.0,2018-10-02,35
7995,2011.0,honda cr-v,good,4,gas,86694.0,automatic,SUV,,1.0,2019-02-19,108
6495,2007.0,acura tl,excellent,6,gas,146000.0,automatic,sedan,,,2018-07-22,71
4999,2007.0,honda civic,good,4,gas,,automatic,coupe,grey,,2019-01-07,42
4200,2010.0,dodge grand caravan,good,6,gas,114250.0,automatic,mini-van,,,2018-08-15,88
36900,2014.0,ford f-250 super duty,excellent,8,gas,47606.0,automatic,truck,white,1.0,2019-03-23,87
14000,2006.0,gmc sierra,good,8,gas,,automatic,truck,,1.0,2019-02-07,37
18487,2017.0,chevrolet equinox,excellent,4,gas,33392.0,automatic,SUV,black,1.0,2018-06-04,42
46500,2018.0,chevrolet tahoe,excellent,8,gas,18778.0,automatic,SUV,blue,1.0,2018-08-27,46
28469,2014.0,ford f-150,excellent,6,gas,83436.0,automatic,truck,red,1.0,2019-04-07,4
24699,2017.0,gmc acadia,excellent,6,gas,35256.0,automatic,SUV,black,1.0,2018-12-20,35
